Austin,2006,2300000
Austin,2006,2300000
BMW,2014,23500000
BMW,2018,17716666.666666668
BMW,2018,17716666.666666668
BMW,2018,17716666.666666668
Chery,2006,555000
Chery,2006,555000
Chery,2006,555000
Chery,2006,555000
Chery,2006,555000
Chevrolet,2003,636666.6666666666
Chevrolet,2003,636666.6666666666
Chevrolet,2003,636666.6666666666
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
Daihatsu,2008,780191.095890411
